sentence#,word,pos,tag
14.0,cheese,NN,L-Ingredient
14.0,(,-LRB-,O
14.0,It,PRP,O
14.0,'s,VBZ,O
14.0,a,DT,O
14.0,Cajun,NNP,O
14.0,thing,NN,O
14.0,),-RRB-,O
14.0,.,.,O
15.0,Place,NN,U-Action
15.0,potatoes,NNS,U-Ingredient
15.0,in,IN,O
15.0,a,DT,O
15.0,large,JJ,B-Utensil
15.0,pot,NN,L-Utensil
15.0,of,IN,O
15.0,lightly,RB,O
15.0,salted,VBN,O
15.0,water,NN,O
15.0,and,CC,O
15.0,bring,VB,O
15.0,to,IN,O
15.0,a,DT,O
15.0,gentle,JJ,O
15.0,boil,NN,O
15.0,.,.,O
16.0,Cook,VB,U-Action
16.0,until,IN,O
16.0,potatoes,NNS,U-Ingredient
16.0,are,VBP,O
16.0,just,RB,O
16.0,tender,JJ,O
16.0,.,.,O
17.0,Garnish,VB,U-Action
17.0,with,IN,O
17.0,finely,RB,O
17.0,diced,VBN,O
17.0,red,JJ,O
17.0,and,CC,O
17.0,yellow,JJ,O
17.0,bell,NNP,B-Ingredient
17.0,peppers,NNS,L-Ingredient
17.0,.,.,O
18.0,Drain,NN,U-Action
18.0,.,.,O
19.0,Place,NN,U-Action
19.0,potatoes,NNS,U-Ingredient
19.0,in,IN,O
19.0,a,DT,O
19.0,large,JJ,B-Utensil
19.0,bowl,NN,L-Utensil
19.0,and,CC,O
19.0,add,VB,U-Action
19.0,all,DT,O
19.0,ingredients,NNS,O
19.0,except,IN,O
19.0,"the""Alouette",NNP,O
19.0,"""",'',O
19.0,.,.,O
20.0,Mix,VB,U-Action
20.0,well,RB,O
20.0,and,CC,O
20.0,transfer,VB,U-Action
20.0,to,IN,O
20.0,a,DT,O
20.0,buttered,VBN,O
20.0,8x8,NNP,O
20.0,inch,NN,O
20.0,glass,NN,B-Utensil
20.0,baking,NN,I-Utensil
20.0,dish,NN,L-Utensil
20.0,with,IN,O
20.0,2,CD,O
20.0,inch,NN,O
20.0,sides,NNS,O
20.0,.,.,O
21.0,Press,VB,U-Action
21.0,the,DT,O
21.0,potatoes,NNS,U-Ingredient
21.0,with,IN,O
21.0,a,DT,O
21.0,spatula,NN,U-Utensil
21.0,to,TO,O
21.0,make,VB,O
21.0,top,NN,O
21.0,as,RB,O
21.0,flat,JJ,O
21.0,as,IN,O
21.0,possible,JJ,O
21.0,.,.,O
22.0,Set,VB,U-Action
22.0,aside,RB,O
22.0,for,IN,O
22.0,2,CD,O
22.0,hours,NNS,O
22.0,at,IN,O
22.0,room,NN,O
22.0,temperature,NN,O
22.0,.,.,O
23.0,Preheat,VB,U-Action
23.0,oven,NN,U-Utensil
23.0,to,IN,O
23.0,350^F.,NN,O
24.0,"Spread""Alouette",NNP,O
24.0,"""",'',O
24.0,evenly,RB,O
24.0,over,IN,O
24.0,potatoes,NNS,U-Ingredient
24.0,and,CC,O
24.0,bake,VB,U-Action
24.0,15,CD,O
24.0,minutes,NNS,O
24.0,.,.,O
25.0,Divide,VB,U-Action
25.0,between,IN,O
25.0,plates,NNS,U-Utensil
25.0,.,.,O
26.0,Mix,VB,U-Action
26.0,all,DT,O
26.0,ingredients,NNS,O
26.0,&,CC,O
26.0,boil,VB,U-Action
26.0,for,IN,O
26.0,2,CD,O
26.0,1/2,CD,O
26.0,hours,NNS,O
26.0,",",",",O
26.0,or,CC,O
26.0,until,IN,O
26.0,thick,JJ,O
26.0,.,.,O
27.0,Pour,VB,U-Action
27.0,into,IN,O
27.0,jars,NNS,U-Utensil
27.0,.,.,O
28.0,(,-LRB-,O
28.0,no,DT,O
28.0,need,NN,O
28.0,to,TO,O
28.0,heat,VB,U-Action
28.0,filled,VBN,O
28.0,jars,NNS,U-Utensil
28.0,),-RRB-,O
28.0,.,.,O
29.0,I,PRP,O
29.0,use'old,VBD,O
29.0,',``,O
29.0,glass,NN,B-Utensil
29.0,ketchup,NN,I-Utensil
29.0,bottles,NNS,L-Utensil
29.0,.,.,O
30.0,It,PRP,O
30.0,is,VBZ,O
30.0,not,RB,O
30.0,necessary,JJ,O
30.0,for,IN,O
30.0,these,DT,O
30.0,to'seal,NN,O
30.0,.,.,O
31.0,',``,O
31.0,My,PRP$,O
31.0,Amish,JJ,O
31.0,mother,NN,O
31.0,-,HYPH,O
31.0,in,IN,O
31.0,-,HYPH,O
31.0,law,NN,O
31.0,has,VBZ,O
31.0,been,VBN,O
31.0,making,VBG,O
31.0,this,DT,O
31.0,her,PRP$,O
31.0,entire,JJ,O
31.0,life,NN,O
31.0,",",",",O
31.0,and,CC,O
31.0,has,VBZ,O
31.0,never,RB,O
31.0,used,VBN,O
31.0,a'sealed,NNP,O
31.0,','',O
31.0,jar,NN,U-Utensil
31.0,for,IN,O
31.0,this,DT,O
31.0,recipe,NN,O
31.0,",",",",O
31.0,and,CC,O
31.0,it,PRP,O
31.0,'s,VBZ,O
31.0,always,RB,O
31.0,been,VBN,O
31.0,great,JJ,O
31.0,!,.,O
32.0,Combine,VB,U-Action
32.0,ingredients,NNS,O
32.0,in,IN,O
32.0,blender,NN,U-Utensil
32.0,;,:,O
32.0,cover,NN,U-Action
32.0,and,CC,O
32.0,blend,VB,U-Action
32.0,until,IN,O
32.0,smooth,JJ,O
32.0,.,.,O
33.0,Sprinkle,VB,U-Action
33.0,with,IN,O
33.0,ground,NN,B-Ingredient
33.0,cinnamon,NN,L-Ingredient
33.0,.,.,O
34.0,Makes,VBZ,O
34.0,about,RB,O
34.0,2,CD,O
34.0,cups,NNS,O
34.0,.,.,O
35.0,Depending,VBG,O
35.0,on,IN,O
35.0,size,NN,O
35.0,of,IN,O
35.0,squash,NN,U-Ingredient
35.0,",",",",O
35.0,cut,VBN,U-Action
35.0,into,IN,O
35.0,half,NN,O
35.0,or,CC,O
35.0,fourths,NNS,O
35.0,.,.,O
36.0,Remove,VB,U-Action
36.0,seeds,NNS,O
36.0,.,.,O
37.0,For,IN,O
37.0,spicy,JJ,O
37.0,squash,NN,U-Ingredient
37.0,",",",",O
37.0,drizzle,NN,U-Action
37.0,(,-LRB-,O
37.0,roughly,RB,O
37.0,1/2,CD,O
37.0,teaspoon,NN,O
37.0,),-RRB-,O
37.0,olive,NN,B-Ingredient
37.0,oil,NN,L-Ingredient
37.0,or,CC,O
37.0,melted,VBN,O
37.0,butter,NN,U-Ingredient
37.0,over,IN,O
37.0,each,DT,O
37.0,cut,VBN,O
37.0,squash,NN,U-Ingredient
37.0,piece,NN,O
37.0,.,.,O
37.0,Season,NN,U-Action
37.0,with,IN,O
37.0,Mexican,NNP,O
37.0,Seasoning,NNP,O
37.0,Mix,NNP,O
37.0,II,NNP,O
37.0,.,.,O
38.0,For,IN,O
38.0,sweet,JJ,O
38.0,squash,NN,U-Ingredient
38.0,",",",",O
38.0,drizzle,NN,U-Action
38.0,(,-LRB-,O
38.0,roughly,RB,O
38.0,1/2,CD,O
38.0,teaspoon,NN,O
38.0,),-RRB-,O
38.0,melted,VBN,O
38.0,honey,NN,U-Ingredient
38.0,",",",",O
38.0,butter,NN,U-Ingredient
38.0,",",",",O
38.0,grated,VBN,B-Ingredient
38.0,piloncillo,NN,L-Ingredient
38.0,(,-LRB-,O
38.0,or,CC,O
38.0,any,DT,O
38.0,combination,NN,O
38.0,of,IN,O
38.0,),-RRB-,O
38.0,over,IN,O
38.0,each,DT,O
38.0,cut,VBN,O
38.0,squash,NN,U-Ingredient
38.0,piece,NN,O
38.0,.,.,O
38.0,Season,NN,U-Action
38.0,with,IN,O
38.0,Sweet,NNP,O
38.0,Mexican,NNP,O
38.0,Spice,NNP,O
38.0,Mix,NNP,O
38.0,.,.,O
39.0,Bake,VB,U-Action
39.0,at,IN,O
39.0,350,CD,O
39.0,degrees,NNS,O
39.0,",",",",O
39.0,again,RB,O
39.0,depending,VBG,O
39.0,on,IN,O
39.0,size,NN,O
39.0,",",",",O
39.0,for,IN,O
39.0,40,CD,O
39.0,minutes,NNS,O
39.0,up,IN,O
39.0,to,IN,O
39.0,an,DT,O
39.0,hour,NN,O
39.0,",",",",O
39.0,until,IN,O
39.0,a,DT,O
39.0,fork,NN,U-Utensil
39.0,can,MD,O
39.0,easily,RB,O
39.0,pierce,VB,U-Action
39.0,the,DT,O
39.0,skin,NN,O
39.0,.,.,O
40.0,Be,VB,O
40.0,careful,JJ,O
40.0,not,RB,O
40.0,to,TO,O
40.0,burn,VB,U-Action
40.0,the,DT,O
40.0,squash,NN,U-Ingredient
40.0,especially,RB,O
40.0,if,IN,O
40.0,you,PRP,O
40.0,opt,VBP,O
40.0,to,TO,O
40.0,use,VB,O
40.0,sugar,NN,U-Ingredient
40.0,or,CC,O
40.0,butter,NN,U-Ingredient
40.0,.,.,O
40.0,If,IN,O
40.0,you,PRP,O
40.0,feel,VBP,O
40.0,more,RBR,O
40.0,comfortable,JJ,O
40.0,",",",",O
40.0,cover,VB,U-Action
40.0,the,DT,O
40.0,squash,NN,U-Ingredient
40.0,with,IN,O
40.0,aluminum,NN,B-Utensil
40.0,foil,NN,L-Utensil
40.0,the,DT,O
40.0,first,JJ,O
40.0,half,JJ,O
40.0,hour,NN,O
40.0,",",",",O
40.0,give,VB,O
40.0,or,CC,O
40.0,take,VB,O
40.0,",",",",O
40.0,of,IN,O
40.0,baking,NN,O
40.0,.,.,O
41.0,If,IN,O
41.0,desired,VBN,O
41.0,",",",",O
41.0,season,NN,U-Action
41.0,with,IN,O
41.0,salt,NN,U-Ingredient
41.0,.,.,O
42.0,Toast,VB,U-Action
42.0,the,DT,O
42.0,fennel,NN,B-Ingredient
42.0,seeds,NNS,L-Ingredient
42.0,and,CC,O
42.0,lightly,RB,O
42.0,crush,VB,U-Action
42.0,them,PRP,O
42.0,.,.,O
43.0,Place,VB,U-Action
43.0,all,PDT,O
43.0,the,DT,O
43.0,ingredients,NNS,O
43.0,in,IN,O
43.0,a,DT,O
43.0,bowl,NN,U-Utensil
43.0,",",",",O
43.0,stir,VB,U-Action
43.0,well,RB,O
43.0,.,.,O
44.0,Cover,VB,U-Action
44.0,and,CC,O
44.0,leave,VB,U-Action
44.0,to,TO,O
44.0,marinate,VB,O
44.0,.,.,O
45.0,Keep,VB,U-Action
45.0,refrigerated,JJ,O
45.0,and,CC,O
45.0,use,VB,O
45.0,within,IN,O
45.0,1,CD,O
45.0,to,IN,O
45.0,2,CD,O
45.0,days,NNS,O
45.0,.,.,O
46.0,In,IN,O
46.0,a,DT,O
46.0,medium,JJ,B-Utensil
46.0,saucepan,NN,L-Utensil
46.0,combine,VBP,U-Action
46.0,all,PDT,O
46.0,the,DT,O
46.0,ingredients,NNS,O
46.0,for,IN,O
46.0,Sauce#1,NNP,O
46.0,",",",",O
46.0,bring,VB,U-Action
46.0,to,IN,O
46.0,a,DT,O
46.0,full,JJ,O
46.0,rolling,JJ,O
46.0,boil,NN,O
46.0,",",",",O
46.0,reduce,VB,U-Action
46.0,heat,NN,O
46.0,to,IN,O
46.0,medium,NN,B-Utensil
46.0,low,JJ,O
46.0,and,CC,O
46.0,simmer,VB,U-Action
46.0,for,IN,O
46.0,1,CD,O
46.0,hour,NN,O
46.0,",",",",O
46.0,stirring,VBG,U-Action
46.0,often,RB,O
46.0,.,.,O
47.0,Rub,VB,U-Action
47.0,the,DT,O
47.0,ribs,NNS,U-Ingredient
47.0,with,IN,O
47.0,soy,NN,B-Ingredient
47.0,sauce,NN,L-Ingredient
47.0,",",",",O
47.0,garlic,NN,U-Ingredient
47.0,",",",",O
47.0,ginger,NN,U-Ingredient
47.0,",",",",O
47.0,chili,NN,B-Ingredient
47.0,powder,NN,L-Ingredient
47.0,",",",",O
47.0,pepper,NN,U-Ingredient
47.0,",",",",O
47.0,salt,NN,U-Ingredient
47.0,and,CC,O
47.0,chopped,VBN,O
47.0,cilantro,NN,U-Ingredient
47.0,",",",",O
47.0,both,DT,O
47.0,sides,NNS,O
47.0,!,.,O
48.0,Wrap,VB,U-Action
48.0,ribs,NNS,U-Ingredient
48.0,in,IN,O
48.0,heavy,JJ,B-Utensil
48.0,duty,NN,I-Utensil
48.0,foil,NN,L-Utensil
48.0,.,.,O
49.0,Let,VB,O
49.0,Stand,VB,O
49.0,1,CD,O
49.0,hour,NN,O
49.0,.,.,O
50.0,Preheat,VB,U-Action
50.0,oven,NN,U-Utensil
50.0,to,IN,O
50.0,350,CD,O
50.0,degrees,NNS,O
50.0,.,.,O
51.0,Place,NN,U-Action
51.0,Ribs,NNS,U-Ingredient
51.0,in,IN,O
51.0,oven,NN,O
51.0,for,IN,O
51.0,1,CD,O
51.0,hour,NN,O
51.0,",",",",O
51.0,turning,VBG,U-Action
51.0,once,RB,O
51.0,after,IN,O
51.0,30,CD,O
51.0,minutes,NNS,O
51.0,.,.,O
52.0,3,CD,O
52.0,times,NNS,O
52.0,during,IN,O
52.0,cooking,VBG,O
52.0,the,DT,O
52.0,ribs,NNS,U-Ingredient
52.0,open,JJ,U-Action
52.0,foil,NN,U-Utensil
52.0,wrap,NN,O
52.0,and,CC,O
52.0,drizzle,VB,U-Action
52.0,ribs,NNS,U-Ingredient
52.0,with,IN,O
52.0,Sauce#1,NNS,O
52.0,.,.,O
53.0,Place,VB,U-Action
53.0,all,PDT,O
53.0,the,DT,O
53.0,ingredients,NNS,O
53.0,for,IN,O
53.0,sauce#2,NNP,O
53.0,in,IN,O
53.0,a,DT,O
53.0,glass,NN,U-Utensil
53.0,or,CC,O
53.0,plastic,NN,B-Utensil
53.0,bowl,NN,L-Utensil
53.0,",",",",O
53.0,whisk,VB,U-Action
53.0,well,RB,O
53.0,and,CC,O
53.0,set,VB,O
53.0,aside,RB,O
53.0,.,.,O
54.0,Remove,VB,U-Action
54.0,ribs,NNS,U-Ingredient
54.0,from,IN,O
54.0,oven,NN,U-Utensil
54.0,and,CC,O
54.0,place,NN,U-Action
54.0,on,IN,O
54.0,serving,VBG,O
54.0,platter,NN,U-Utensil
54.0,.,.,O
55.0,Offer,VB,O
55.0,both,DT,O
55.0,sauces,NNS,O
55.0,at,IN,O
55.0,table,NN,O
55.0,to,TO,O
55.0,drizzle,VB,U-Action
55.0,over,IN,O
55.0,ribs,NNS,U-Ingredient
55.0,.,.,O
56.0,Crumble,VB,U-Action
56.0,cookies,NNS,O
56.0,into,IN,O
56.0,a,DT,O
56.0,9-inch,JJ,O
56.0,pie,NN,B-Utensil
56.0,plate,NN,L-Utensil
56.0,",",",",O
56.0,or,CC,O
56.0,cake,NN,B-Utensil
56.0,pan,NN,L-Utensil
56.0,.,.,O
57.0,Pat,VB,U-Action
57.0,down,RP,O
57.0,to,TO,O
57.0,form,VB,O
57.0,an,DT,O
57.0,even,JJ,O
57.0,layer,NN,O
57.0,.,.,O
58.0,Drizzle,NNP,U-Action
58.0,1,CD,O
58.0,cup,NN,U-Utensil
58.0,of,IN,O
58.0,chocolate,NN,U-Ingredient
58.0,topping,VBG,O
58.0,evenly,RB,O
58.0,over,IN,O
58.0,the,DT,O
58.0,cookies,NNS,U-Ingredient
58.0,with,IN,O
58.0,a,DT,O
58.0,small,JJ,B-Utensil
58.0,spoon,NN,L-Utensil
58.0,.,.,O
59.0,Scoop,VB,U-Action
59.0,the,DT,O
59.0,vanilla,NN,U-Ingredient
59.0,ice,NN,B-Ingredient
59.0,cream,NN,L-Ingredient
59.0,on,IN,O
59.0,top,NN,O
59.0,of,IN,O
59.0,the,DT,O
59.0,chocolate,NN,U-Ingredient
59.0,and,CC,O
59.0,smooth,VB,O
59.0,down,RP,O
59.0,.,.,O
60.0,Cover,VB,U-Action
60.0,with,IN,O
60.0,half,NN,O
60.0,of,IN,O
60.0,the,DT,O
60.0,sliced,VBN,B-Ingredient
60.0,bananas,NNS,L-Ingredient
60.0,.,.,O
61.0,Top,JJ,U-Action
61.0,with,IN,O
61.0,strawberry,NN,U-Ingredient
61.0,ice,NN,B-Ingredient
61.0,cream,NN,L-Ingredient
61.0,.,.,O
62.0,Cover,VB,U-Action
62.0,and,CC,O
62.0,freeze,VB,U-Action
62.0,until,IN,O
62.0,firm,NN,O
62.0,.,.,O
63.0,(,-LRB-,O
63.0,at,RB,O
63.0,least,RBS,O
63.0,three,CD,O
63.0,hours,NNS,O
63.0,or,CC,O
63.0,overnight,RB,O
63.0,),-RRB-,O
63.0,Before,IN,O
63.0,serving,VBG,U-Action
63.0,",",",",O
63.0,top,NN,U-Action
63.0,with,IN,O
63.0,1/4,CD,O
63.0,cup,NN,O
63.0,chocolate,NN,U-Ingredient
63.0,topping,NN,O
63.0,",",",",O
63.0,whipped,VBN,B-Ingredient
63.0,cream,NN,L-Ingredient
63.0,",",",",O
63.0,and,CC,O
63.0,sliced,VBN,O
63.0,bananas,NNS,U-Ingredient
63.0,.,.,O
64.0,Preheat,VB,U-Action
64.0,oven,NN,U-Utensil
64.0,to,IN,O
64.0,350,CD,O
64.0,degrees,NNS,O
64.0,.,.,O
65.0,Butter,NN,U-Action
65.0,two,CD,O
65.0,9x5,CD,O
65.0,"""",``,O
65.0,loaf,NN,B-Utensil
65.0,pans,NNS,L-Utensil
65.0,.,.,O
66.0,Cool,VB,U-Action
66.0,the,DT,O
66.0,loaves,NNS,U-Ingredient
66.0,on,IN,O
66.0,racks,NNS,O
66.0,for,IN,O
66.0,30,CD,O
66.0,minutes,NNS,O
66.0,before,IN,O
66.0,removing,VBG,U-Action
66.0,from,IN,O
66.0,the,DT,O
66.0,pans,NNS,U-Utensil
66.0,.,.,O
67.0,Freezes,VBZ,O
67.0,well,RB,O
67.0,.,.,O
68.0,Cream,VB,U-Action
68.0,the,DT,O
68.0,sugar,NN,U-Ingredient
68.0,and,CC,O
68.0,the,DT,O
68.0,butter,NN,U-Ingredient
68.0,until,IN,O
68.0,light,NN,O
68.0,and,CC,O
68.0,whipped,VBN,O
68.0,(,-LRB-,O
68.0,until,IN,O
68.0,creamy,NNP,O
68.0,),-RRB-,O
68.0,.,.,O
69.0,Add,VB,U-Action
69.0,the,DT,O
69.0,bananas,NNS,U-Ingredient
69.0,",",",",O
69.0,eggs,NNS,U-Ingredient
69.0,",",",",O
69.0,lemon,NN,B-Ingredient
69.0,juice,NN,L-Ingredient
69.0,",",",",O
69.0,orange,JJ,B-Ingredient
69.0,rind,NN,L-Ingredient
69.0,.,.,O
70.0,Beat,VB,U-Action
70.0,until,IN,O
70.0,blended,VBN,O
70.0,uniformly,RB,O
70.0,.,.,O
71.0,Be,VB,O
71.0,patient,JJ,O
71.0,",",",",O
71.0,and,CC,O
71.0,beat,VBD,U-Action
71.0,until,IN,O
71.0,the,DT,O
71.0,banana,NN,U-Ingredient
71.0,lumps,NNS,O
71.0,are,VBP,O
71.0,gone,VBN,O
71.0,.,.,O
72.0,Sift,VB,U-Action
72.0,the,DT,O
72.0,dry,JJ,O
72.0,ingredients,NNS,O
72.0,together,RB,O
72.0,.,.,O
73.0,Fold,VB,U-Action
73.0,lightly,RB,O
73.0,and,CC,O
73.0,thoroughly,RB,O
73.0,into,IN,O
73.0,the,DT,O
73.0,banana,NN,U-Ingredient
73.0,mixture,NN,O
73.0,.,.,O
74.0,Pour,VB,U-Action
74.0,the,DT,O
74.0,batter,NN,O
74.0,into,IN,O
74.0,prepared,JJ,O
74.0,loaf,NN,B-Utensil
74.0,pans,NNS,L-Utensil
74.0,.,.,O
75.0,Bake,VB,U-Action
75.0,for,IN,O
75.0,45,CD,O
75.0,to,TO,O
75.0,55,CD,O
75.0,minutes,NNS,O
75.0,",",",",O
75.0,until,IN,O
75.0,the,DT,O
75.0,loaves,NNS,U-Ingredient
75.0,are,VBP,O
75.0,firm,JJ,O
75.0,in,IN,O
75.0,the,DT,O
75.0,middle,NN,O
75.0,and,CC,O
75.0,the,DT,O
75.0,edges,NNS,O
75.0,begin,VBP,O
75.0,to,TO,O
75.0,pull,VB,O
75.0,away,RB,O
75.0,from,IN,O
75.0,the,DT,O
75.0,pans,NNS,U-Utensil
75.0,.,.,O
76.0,In,IN,O
76.0,medium,JJ,B-Utensil
76.0,size,NN,I-Utensil
76.0,bowl,NN,L-Utensil
76.0,",",",",O
76.0,coarsely,RB,O
76.0,mash,NNP,U-Action
76.0,cranberry,NN,U-Ingredient
76.0,sauce,NN,O
76.0,.,.,O
77.0,Stir,VB,U-Action
77.0,in,IN,O
77.0,sour,JJ,B-Ingredient
77.0,cream,NN,L-Ingredient
77.0,and,CC,O
77.0,horseradish,NN,U-Ingredient
77.0,until,IN,O
77.0,well,RB,O
77.0,blended,VBN,O
77.0,.,.,O
78.0,Crush,VB,U-Action
78.0,vanilla,NN,B-Ingredient
78.0,wafers,NNS,L-Ingredient
78.0,into,IN,O
78.0,fine,JJ,O
78.0,crumbs,NNS,O
78.0,and,CC,O
78.0,line,VB,O
78.0,a,DT,O
78.0,square,JJ,O
78.0,8,CD,O
78.0,"""",``,O
78.0,x8,NNP,O
78.0,"""",'',O
78.0,pan,NN,U-Utensil
78.0,.,.,O
79.0,Mix,NN,U-Action
79.0,butter,NN,U-Ingredient
79.0,or,CC,O
79.0,margarine,NN,U-Ingredient
79.0,and,CC,O
79.0,sugar,NN,U-Ingredient
79.0,;,:,O
79.0,add,VB,U-Action
79.0,beaten,VBN,O
79.0,eggs,NNS,U-Ingredient
79.0,.,.,O
80.0,Spread,VB,U-Action
80.0,the,DT,O
80.0,mixture,NN,U-Ingredient
80.0,over,IN,O
80.0,the,DT,O
80.0,wafer,NN,B-Ingredient
80.0,crumbs,NNS,L-Ingredient
80.0,.,.,O
81.0,Crush,NN,U-Action
81.0,strawberries,NNS,U-Ingredient
81.0,and,CC,O
81.0,spread,VB,U-Action
81.0,over,IN,O
81.0,sugar,NN,U-Ingredient
81.0,",",",",O
81.0,egg,NN,U-Ingredient
81.0,",",",",O
81.0,and,CC,O
81.0,butter,NN,U-Ingredient
81.0,mixture,NN,O
81.0,.,.,O
82.0,Cover,NN,U-Action
82.0,strawberries,NNS,U-Ingredient
82.0,with,IN,O
82.0,whipped,VBN,B-Ingredient
82.0,cream,NN,L-Ingredient
82.0,.,.,O
83.0,Sprinkle,VB,U-Action
83.0,with,IN,O
83.0,chopped,VBN,B-Ingredient
83.0,nuts,NNS,L-Ingredient
83.0,.,.,O
84.0,Chill,VB,U-Action
84.0,24,CD,O
84.0,hours,NNS,O
84.0,.,.,O
85.0,In,IN,O
85.0,a,DT,O
85.0,very,RB,B-Utensil
85.0,large,JJ,I-Utensil
85.0,sauce,NN,I-Utensil
85.0,pan,NN,L-Utensil
85.0,cover,VB,O
85.0,the,DT,O
85.0,beans,NNS,U-Ingredient
85.0,and,CC,O
85.0,bouillon,NN,B-Ingredient
85.0,cubes,NNS,L-Ingredient
85.0,in,IN,O
85.0,3,CD,O
85.0,inches,NNS,O
85.0,of,IN,O
85.0,water,NN,O
85.0,.,.,O
86.0,Bring,VB,U-Action
86.0,to,IN,O
86.0,a,DT,O
86.0,boil,NN,U-Action
86.0,",",",",O
86.0,cover,NN,U-Action
86.0,",",",",O
86.0,and,CC,O
86.0,let,VB,O
86.0,sit,VB,O
86.0,for,IN,O
86.0,1,CD,O
86.0,1/2,CD,O
86.0,hours,NNS,O
86.0,.,.,O
87.0,Preheat,VB,U-Action
87.0,oven,NN,U-Utensil
87.0,to,IN,O
87.0,350,CD,O
87.0,degrees,NNS,O
87.0,F.,NN,O
88.0,Drain,VB,U-Action
88.0,and,CC,O
88.0,pour,VB,U-Action
88.0,beans,NNS,U-Ingredient
88.0,into,IN,O
88.0,a,DT,O
88.0,9'x11,CD,O
88.0,',``,O
88.0,pan,NN,U-Utensil
88.0,.,.,O
89.0,Add,VB,U-Action
89.0,the,DT,O
89.0,rest,NN,O
89.0,over,IN,O
89.0,the,DT,O
89.0,ingredients,NNS,O
89.0,",",",",O
89.0,stir,VB,U-Action
89.0,",",",",O
89.0,and,CC,O
